Project,ID,Name,LongName,Parent,Component,Path,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,Best Practice Rules,Clone Metric Rules,Code Style Rules,Cohesion Metric Rules,Complexity Metric Rules,Coupling Metric Rules,Design Rules,Documentation Metric Rules,Documentation Rules,Error Prone Rules,Inheritance Metric Rules,Multithreading Rules,Performance Rules,Security Rules,Size Metric Rules,isDefective,
discord4j,L7966,GuildCreateEvent,sx.blah.discord.handle.impl.events.GuildCreateEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\GuildCreateEvent.java,26,1,32,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0.5,0.4,4,4,1,1,0.4,4,3,3,0,0,1,6,7,2,2,0,0,1,0,1,0,5,1,0,5,0,6,7,2,2,0,0,1,0,1,0,5,1,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L3781,GuildEmojisUpdateEvent,sx.blah.discord.handle.impl.events.GuildEmojisUpdateEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\GuildEmojisUpdateEvent.java,29,1,35,2,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,2,0.5,0.4,4,4,1,1,0.4,4,3,3,0,0,1,6,7,4,4,0,0,1,0,1,0,7,1,0,7,0,6,7,4,4,0,0,1,0,1,0,7,1,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L3577,GuildLeaveEvent,sx.blah.discord.handle.impl.events.GuildLeaveEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\GuildLeaveEvent.java,26,1,32,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,2,0.5,0.4,4,4,1,1,0.4,4,3,3,0,0,1,6,7,2,2,0,0,1,0,1,0,5,1,0,5,0,6,7,2,2,0,0,1,0,1,0,5,1,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L3657,GuildTransferOwnershipEvent,sx.blah.discord.handle.impl.events.GuildTransferOwnershipEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\GuildTransferOwnershipEvent.java,27,1,33,2,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,2,0.5,0.4,4,4,1,1,0.4,4,3,3,0,0,1,6,7,4,4,0,0,1,0,1,0,7,1,0,7,0,6,7,4,4,0,0,1,0,1,0,7,1,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L3572,GuildUnavailableEvent,sx.blah.discord.handle.impl.events.GuildUnavailableEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\GuildUnavailableEvent.java,27,1,37,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,4,0.333333,0.357143,5,5,1,2,0.357143,5,3,3,0,0,1,9,11,3,5,0,0,2,0,2,0,10,2,0,10,0,9,11,3,5,0,0,2,0,2,0,10,2,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,
discord4j,L3666,GuildUpdateEvent,sx.blah.discord.handle.impl.events.GuildUpdateEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\GuildUpdateEvent.java,26,1,32,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,0.5,0.4,4,4,1,1,0.4,4,3,3,0,0,1,6,7,4,4,0,0,1,0,1,0,7,1,0,7,0,6,7,4,4,0,0,1,0,1,0,7,1,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L3343,InviteReceivedEvent,sx.blah.discord.handle.impl.events.InviteReceivedEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\InviteReceivedEvent.java,32,1,60,2,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,3,0.75,0.545455,18,18,3,1,0.545455,18,1,1,0,0,1,15,29,3,3,2,2,3,0,3,0,4,4,0,4,0,15,29,3,3,2,2,3,0,3,0,4,4,0,4,0,0,0,3,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L3312,LoginEvent,sx.blah.discord.handle.impl.events.LoginEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\LoginEvent.java,28,1,34,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,0.5,0.5,6,6,1,1,0.5,6,3,3,0,0,1,6,7,2,2,0,0,1,0,1,0,5,1,0,5,0,6,7,2,2,0,0,1,0,1,0,5,1,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L3350,MentionEvent,sx.blah.discord.handle.impl.events.MentionEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\MentionEvent.java,26,1,32,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,0.5,0.4,4,4,1,1,0.4,4,5,5,0,0,1,6,7,4,5,0,0,1,0,1,0,10,1,0,10,0,6,7,4,5,0,0,1,0,1,0,10,1,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L3522,MessageDeleteEvent,sx.blah.discord.handle.impl.events.MessageDeleteEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\MessageDeleteEvent.java,26,1,32,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,2,0.5,0.4,4,4,1,1,0.4,4,5,5,0,0,1,6,7,4,5,0,0,1,0,1,0,10,1,0,10,0,6,7,4,5,0,0,1,0,1,0,10,1,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L3373,MessageEmbedEvent,sx.blah.discord.handle.impl.events.MessageEmbedEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\MessageEmbedEvent.java,29,1,35,2,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,1,2,0.5,0.4,4,4,1,1,0.4,4,5,5,0,0,1,6,7,5,7,0,0,1,0,1,0,12,1,0,12,0,6,7,5,7,0,0,1,0,1,0,12,1,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L3495,MessagePinEvent,sx.blah.discord.handle.impl.events.MessagePinEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\MessagePinEvent.java,26,1,32,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,0.5,0.4,4,4,1,1,0.4,4,5,5,0,0,1,6,7,4,5,0,0,1,0,1,0,10,1,0,10,0,6,7,4,5,0,0,1,0,1,0,10,1,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L3366,MessageReceivedEvent,sx.blah.discord.handle.impl.events.MessageReceivedEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\MessageReceivedEvent.java,26,1,32,2,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,1,2,0.5,0.4,4,4,1,1,0.4,4,5,5,0,0,1,6,7,4,5,0,0,1,0,1,0,10,1,0,10,0,6,7,4,5,0,0,1,0,1,0,10,1,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L3357,MessageSendEvent,sx.blah.discord.handle.impl.events.MessageSendEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\MessageSendEvent.java,26,1,32,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,2,0.5,0.4,4,4,1,1,0.4,4,5,5,0,0,1,6,7,4,5,0,0,1,0,1,0,10,1,0,10,0,6,7,4,5,0,0,1,0,1,0,10,1,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L3490,MessageUnpinEvent,sx.blah.discord.handle.impl.events.MessageUnpinEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\MessageUnpinEvent.java,26,1,32,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,0.5,0.4,4,4,1,1,0.4,4,5,5,0,0,1,6,7,4,5,0,0,1,0,1,0,10,1,0,10,0,6,7,4,5,0,0,1,0,1,0,10,1,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L3504,MessageUpdateEvent,sx.blah.discord.handle.impl.events.MessageUpdateEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\MessageUpdateEvent.java,26,1,32,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,0.5,0.4,4,4,1,1,0.4,4,5,5,0,0,1,6,7,6,7,0,0,1,0,1,0,12,1,0,12,0,6,7,6,7,0,0,1,0,1,0,12,1,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L8093,ModuleDisabledEvent,sx.blah.discord.handle.impl.events.ModuleDisabledEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\ModuleDisabledEvent.java,26,1,32,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,0.5,0.4,4,4,1,1,0.4,4,3,3,0,0,1,6,7,2,2,0,0,1,0,1,0,5,1,0,5,0,6,7,2,2,0,0,1,0,1,0,5,1,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L8100,ModuleEnabledEvent,sx.blah.discord.handle.impl.events.ModuleEnabledEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\ModuleEnabledEvent.java,26,1,32,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,0.5,0.4,4,4,1,1,0.4,4,3,3,0,0,1,6,7,2,2,0,0,1,0,1,0,5,1,0,5,0,6,7,2,2,0,0,1,0,1,0,5,1,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L3478,NickNameChangeEvent,sx.blah.discord.handle.impl.events.NickNameChangeEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\NickNameChangeEvent.java,28,1,34,2,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,2,0.5,0.4,4,4,1,1,0.4,4,4,4,0,0,1,6,7,5,5,0,0,1,0,1,0,9,1,0,9,0,6,7,5,5,0,0,1,0,1,0,9,1,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L3555,PresenceUpdateEvent,sx.blah.discord.handle.impl.events.PresenceUpdateEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\PresenceUpdateEvent.java,27,1,33,2,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,1,2,0.5,0.4,4,4,1,1,0.4,4,3,3,0,0,1,6,7,4,4,0,0,1,0,1,0,7,1,0,7,0,6,7,4,4,0,0,1,0,1,0,7,1,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L3821,ReactionAddEvent,sx.blah.discord.handle.impl.events.ReactionAddEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\ReactionAddEvent.java,28,1,34,2,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,2,0.5,0.4,4,4,1,1,0.4,4,6,6,0,0,1,6,7,6,8,0,0,1,0,1,0,14,1,0,14,0,6,7,6,8,0,0,1,0,1,0,14,1,0,14,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,
discord4j,L3835,ReactionRemoveEvent,sx.blah.discord.handle.impl.events.ReactionRemoveEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\ReactionRemoveEvent.java,28,1,34,2,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,2,0.5,0.4,4,4,1,1,0.4,4,6,6,0,0,1,6,7,6,8,0,0,1,0,1,0,14,1,0,14,0,6,7,6,8,0,0,1,0,1,0,14,1,0,14,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,
discord4j,L6908,ReadyEvent,sx.blah.discord.handle.impl.events.ReadyEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\ReadyEvent.java,25,1,27,2,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,1,0.6,3,3,1,0,0.6,3,1,1,0,0,1,2,3,1,1,0,0,0,0,0,0,1,0,0,1,0,2,3,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
discord4j,L8140,ReconnectFailureEvent,sx.blah.discord.handle.impl.events.ReconnectFailureEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\ReconnectFailureEvent.java,28,1,42,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,3,0.666667,0.526316,10,10,2,1,0.526316,10,3,3,0,0,1,9,15,4,4,0,1,2,0,2,0,8,2,0,8,0,9,15,4,4,0,1,2,0,2,0,8,2,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L8150,ReconnectSuccessEvent,sx.blah.discord.handle.impl.events.ReconnectSuccessEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\ReconnectSuccessEvent.java,27,1,33,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0.5,0.454545,5,5,1,1,0.454545,5,3,3,0,0,1,6,7,2,2,0,0,1,0,1,0,5,1,0,5,0,6,7,2,2,0,0,1,0,1,0,5,1,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L3320,ResumedEvent,sx.blah.discord.handle.impl.events.ResumedEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\ResumedEvent.java,27,1,33,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,0.5,0.454545,5,5,1,1,0.454545,5,3,3,0,0,1,6,7,2,2,0,0,1,0,1,0,5,1,0,5,0,6,7,2,2,0,0,1,0,1,0,5,1,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L3680,RoleCreateEvent,sx.blah.discord.handle.impl.events.RoleCreateEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\RoleCreateEvent.java,26,1,32,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,0.5,0.4,4,4,1,1,0.4,4,4,4,0,0,1,6,7,3,3,0,0,1,0,1,0,7,1,0,7,0,6,7,3,3,0,0,1,0,1,0,7,1,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L3705,RoleDeleteEvent,sx.blah.discord.handle.impl.events.RoleDeleteEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\RoleDeleteEvent.java,26,1,32,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,0.5,0.4,4,4,1,1,0.4,4,4,4,0,0,1,6,7,3,3,0,0,1,0,1,0,7,1,0,7,0,6,7,3,3,0,0,1,0,1,0,7,1,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L3689,RoleUpdateEvent,sx.blah.discord.handle.impl.events.RoleUpdateEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\RoleUpdateEvent.java,26,1,32,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,0.5,0.4,4,4,1,1,0.4,4,4,4,0,0,1,6,7,5,5,0,0,1,0,1,0,9,1,0,9,0,6,7,5,5,0,0,1,0,1,0,9,1,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L8237,ShardReadyEvent,sx.blah.discord.handle.impl.events.ShardReadyEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\ShardReadyEvent.java,26,1,32,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0.5,0.4,4,4,1,1,0.4,4,3,3,0,0,1,6,7,2,2,0,0,1,0,1,0,5,1,0,5,0,6,7,2,2,0,0,1,0,1,0,5,1,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L8244,StatusChangeEvent,sx.blah.discord.handle.impl.events.StatusChangeEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\StatusChangeEvent.java,28,1,57,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,4,0.75,0.482759,14,14,3,1,0.482759,14,2,2,0,0,1,15,30,4,4,2,2,3,0,3,0,6,5,0,6,0,15,30,4,4,2,2,3,0,3,0,6,5,0,6,0,0,0,3,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L3397,TypingEvent,sx.blah.discord.handle.impl.events.TypingEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\TypingEvent.java,27,1,33,2,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,2,0.5,0.4,4,4,1,1,0.4,4,4,4,0,0,1,6,7,4,4,0,0,1,0,1,0,8,1,0,8,0,6,7,4,4,0,0,1,0,1,0,8,1,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L3722,UserBanEvent,sx.blah.discord.handle.impl.events.UserBanEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\UserBanEvent.java,27,1,33,2,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,2,0.5,0.4,4,4,1,1,0.4,4,4,4,0,0,1,6,7,3,3,0,0,1,0,1,0,7,1,0,7,0,6,7,3,3,0,0,1,0,1,0,7,1,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L3427,UserJoinEvent,sx.blah.discord.handle.impl.events.UserJoinEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\UserJoinEvent.java,29,1,35,2,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,2,0.5,0.4,4,4,1,1,0.4,4,4,4,0,0,1,6,7,4,4,0,0,1,0,1,0,8,1,0,8,0,6,7,4,4,0,0,1,0,1,0,8,1,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L3443,UserLeaveEvent,sx.blah.discord.handle.impl.events.UserLeaveEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\UserLeaveEvent.java,27,1,33,2,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,2,0.5,0.4,4,4,1,1,0.4,4,4,4,0,0,1,6,7,3,3,0,0,1,0,1,0,7,1,0,7,0,6,7,3,3,0,0,1,0,1,0,7,1,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L3729,UserPardonEvent,sx.blah.discord.handle.impl.events.UserPardonEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\UserPardonEvent.java,27,1,33,2,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,2,0.5,0.4,4,4,1,1,0.4,4,4,4,0,0,1,6,7,3,3,0,0,1,0,1,0,7,1,0,7,0,6,7,3,3,0,0,1,0,1,0,7,1,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L3465,UserRoleUpdateEvent,sx.blah.discord.handle.impl.events.UserRoleUpdateEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\UserRoleUpdateEvent.java,30,1,36,2,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,2,0.5,0.4,4,4,1,1,0.4,4,4,4,0,0,1,6,7,5,5,0,0,1,0,1,0,9,1,0,9,0,6,7,5,5,0,0,1,0,1,0,9,1,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L3548,UserUpdateEvent,sx.blah.discord.handle.impl.events.UserUpdateEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\UserUpdateEvent.java,26,1,32,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,0.5,0.4,4,4,1,1,0.4,4,3,3,0,0,1,6,7,4,4,0,0,1,0,1,0,7,1,0,7,0,6,7,4,4,0,0,1,0,1,0,7,1,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L8345,UserVoiceChannelJoinEvent,sx.blah.discord.handle.impl.events.UserVoiceChannelJoinEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\UserVoiceChannelJoinEvent.java,27,1,33,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,2,0.5,0.4,4,4,1,1,0.4,4,5,5,0,0,1,6,7,4,4,0,0,1,0,1,0,10,1,0,10,0,6,7,4,4,0,0,1,0,1,0,10,1,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L8350,UserVoiceChannelLeaveEvent,sx.blah.discord.handle.impl.events.UserVoiceChannelLeaveEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\UserVoiceChannelLeaveEvent.java,27,1,33,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,2,0.5,0.4,4,4,1,1,0.4,4,5,5,0,0,1,6,7,4,4,0,0,1,0,1,0,10,1,0,10,0,6,7,4,4,0,0,1,0,1,0,10,1,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L8355,UserVoiceChannelMoveEvent,sx.blah.discord.handle.impl.events.UserVoiceChannelMoveEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\UserVoiceChannelMoveEvent.java,27,1,33,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,2,0.5,0.4,4,4,1,1,0.4,4,5,5,0,0,1,6,7,6,6,0,0,1,0,1,0,12,1,0,12,0,6,7,6,6,0,0,1,0,1,0,12,1,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L3592,VoiceChannelCreateEvent,sx.blah.discord.handle.impl.events.VoiceChannelCreateEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\VoiceChannelCreateEvent.java,26,1,32,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,0.5,0.4,4,4,1,1,0.4,4,4,4,0,0,1,6,7,3,3,0,0,1,0,1,0,8,1,0,8,0,6,7,3,3,0,0,1,0,1,0,8,1,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L3605,VoiceChannelDeleteEvent,sx.blah.discord.handle.impl.events.VoiceChannelDeleteEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\VoiceChannelDeleteEvent.java,26,1,32,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,0.5,0.4,4,4,1,1,0.4,4,4,4,0,0,1,6,7,3,3,0,0,1,0,1,0,8,1,0,8,0,6,7,3,3,0,0,1,0,1,0,8,1,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L3630,VoiceChannelUpdateEvent,sx.blah.discord.handle.impl.events.VoiceChannelUpdateEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\VoiceChannelUpdateEvent.java,26,1,32,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,0.5,0.4,4,4,1,1,0.4,4,4,4,0,0,1,6,7,5,5,0,0,1,0,1,0,10,1,0,10,0,6,7,5,5,0,0,1,0,1,0,10,1,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
discord4j,L8377,VoiceDisconnectedEvent,sx.blah.discord.handle.impl.events.VoiceDisconnectedEvent,L7292,L103,C:\Users\domco\Desktop\DP\repos\Discord4J\src\main\java\sx\blah\discord\handle\impl\events\VoiceDisconnectedEvent.java,27,1,37,2,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,4,0.333333,0.307692,4,4,1,2,0.307692,4,4,4,0,0,1,9,11,4,4,0,0,2,0,2,0,11,2,0,11,0,9,11,4,4,0,0,2,0,2,0,11,2,0,11,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,
