Project,ID,Name,LongName,Parent,Component,Path,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,Best Practice Rules,Clone Metric Rules,Code Style Rules,Cohesion Metric Rules,Complexity Metric Rules,Coupling Metric Rules,Design Rules,Documentation Metric Rules,Documentation Rules,Error Prone Rules,Inheritance Metric Rules,Multithreading Rules,Performance Rules,Security Rules,Size Metric Rules,isDefective,
junit4,L8959,ClassRulesTest$SubclassOfTestWithClassRule,org.junit.rules.ClassRulesTest$SubclassOfTestWithClassRule,L8779,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ClassRulesTest.java,62,5,65,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,3,4,1,0,0,0,0,0,0,0,2,0,1,2,0,3,4,1,0,0,0,0,0,0,0,2,0,1,2,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0
junit4,L8965,ClassRulesTest$CustomCounter,org.junit.rules.ClassRulesTest$CustomCounter,L8779,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ClassRulesTest.java,74,5,86,6,0,0,0,0,0,0,0,0,1,0,0,1,3,4,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,1,7,8,1,0,1,0,1,1,1,0,1,1,1,1,0,12,13,1,0,1,0,2,1,2,0,2,3,1,2,0,0,0,14,0,1,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,4,0
junit4,L8976,ClassRulesTest$ExampleTestWithCustomClassRule,org.junit.rules.ClassRulesTest$ExampleTestWithCustomClassRule,L8779,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ClassRulesTest.java,88,5,101,6,0,0,0,0,0,0,0,0,1,0,0,2,3,1,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,12,14,1,0,1,0,2,1,2,0,2,2,1,2,0,12,14,1,0,1,0,2,1,2,0,2,2,1,2,0,0,0,11,0,2,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0
junit4,L8991,ClassRulesTest$OrderTestRule,org.junit.rules.ClassRulesTest$OrderTestRule,L8779,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ClassRulesTest.java,114,5,130,6,0,0,0,0,0,0,0,0,1,0,0,2,3,2,1,0,2,0,0,0,0,0,3,0,0,1,1,0,0,1,10,12,1,0,1,0,2,0,2,0,2,2,0,2,0,15,17,1,0,1,0,3,0,3,0,3,4,0,3,0,0,0,12,0,1,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0
junit4,L9004,ClassRulesTest$UsesFieldAndMethodRule,org.junit.rules.ClassRulesTest$UsesFieldAndMethodRule,L8779,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ClassRulesTest.java,132,5,146,6,0,0,0,0,0,0,0,0,2,0,0,2,5,1,0,2,4,0,0,0,0,0,3,0,0,0,0,0,0,0,13,15,1,0,1,0,2,1,2,0,2,3,1,2,0,13,15,1,0,1,0,2,1,2,0,2,3,1,2,0,0,0,12,0,4,3,0,1,1,0,0,0,7,0,0,0,0,0,0,0,4,0
junit4,L9017,ClassRulesTest$MethodExampleTestWithClassRule,org.junit.rules.ClassRulesTest$MethodExampleTestWithClassRule,L8779,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ClassRulesTest.java,155,5,172,6,0,0,0,0,0,0,0,0,1,0,0,3,4,2,0,1,4,0,0,0,0,0,4,0,0,0,0,1,1,0,15,18,1,1,1,1,3,0,3,0,3,3,0,3,0,15,18,1,1,1,1,3,0,3,0,3,3,0,3,0,0,0,9,0,2,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
junit4,L9027,ClassRulesTest$MethodSubclassOfTestWithClassRule,org.junit.rules.ClassRulesTest$MethodSubclassOfTestWithClassRule,L8779,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ClassRulesTest.java,181,5,184,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,3,4,1,1,0,0,0,0,0,0,3,0,0,3,0,3,4,1,1,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
junit4,L9033,ClassRulesTest$MethodExampleTestWithCustomClassRule,org.junit.rules.ClassRulesTest$MethodExampleTestWithCustomClassRule,L8779,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ClassRulesTest.java,193,5,210,6,0,0,0,0,0,0,0,0,1,0,0,3,4,1,0,1,4,0,0,0,0,0,4,0,0,0,0,0,0,0,15,18,1,1,1,1,3,0,3,0,3,3,0,3,0,15,18,1,1,1,1,3,0,3,0,3,3,0,3,0,0,0,9,0,2,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
junit4,L9043,ClassRulesTest$CallMethodOnlyOnceRule,org.junit.rules.ClassRulesTest$CallMethodOnlyOnceRule,L8779,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ClassRulesTest.java,221,5,245,6,0,0,0,0,0,0,0,0,1,0,0,2,4,1,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,12,15,1,0,1,0,2,0,2,0,2,3,0,2,0,22,25,1,0,1,0,4,0,4,0,4,5,0,4,0,0,0,17,0,3,1,0,1,0,0,0,0,17,0,0,0,0,1,0,0,0,0
junit4,L9065,ClassRulesTest$ClassRuleOrdering,org.junit.rules.ClassRulesTest$ClassRuleOrdering,L8779,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ClassRulesTest.java,255,5,276,6,0,0,0,0,0,0,0,0,4,0,0,4,6,1,0,1,5,0,0,0,0,0,5,0,0,0,0,0,0,0,19,22,0,0,0,0,4,0,4,0,4,4,0,4,0,19,22,0,0,0,0,4,0,4,0,4,4,0,4,0,0,0,12,2,2,2,0,2,1,0,0,0,11,0,0,0,0,0,0,0,0,0
junit4,L9082,ClassRulesTest$ClassRuleOrderingDefault,org.junit.rules.ClassRulesTest$ClassRuleOrderingDefault,L8779,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ClassRulesTest.java,286,5,307,6,0,0,0,0,0,0,0,0,4,0,0,4,6,1,0,1,5,0,0,0,0,0,5,0,0,0,0,0,0,0,19,22,0,0,0,0,4,0,4,0,4,4,0,4,0,19,22,0,0,0,0,4,0,4,0,4,4,0,4,0,0,0,12,2,2,2,0,2,1,0,0,0,11,0,0,0,0,0,0,0,0,0
junit4,L9091,ClassRulesTest$RunnerWithClassRuleAddedProgrammatically,org.junit.rules.ClassRulesTest$RunnerWithClassRuleAddedProgrammatically,L8779,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ClassRulesTest.java,317,5,328,6,0,0,0,0,0,0,0,0,1,0,0,2,6,2,0,3,5,0,0,0,0,0,2,0,0,4,7,0,0,1,11,12,8,9,0,0,2,0,1,0,67,4,0,10,1,11,12,8,9,0,0,2,0,1,0,67,4,0,10,1,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0
junit4,L9097,ClassRulesTest$ClassRulesModifiableListEmpty,org.junit.rules.ClassRulesTest$ClassRulesModifiableListEmpty,L8779,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ClassRulesTest.java,330,5,336,6,0,0,0,0,0,0,0,0,1,0,0,1,4,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,1,0,1,1,0,1,0,7,7,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,5,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
junit4,L9105,ClassRulesTest$ClassRulesModifiableList,org.junit.rules.ClassRulesTest$ClassRulesModifiableList,L8779,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ClassRulesTest.java,346,5,357,6,0,0,0,0,0,0,0,0,2,0,0,2,7,1,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,11,12,0,0,0,0,2,0,2,0,2,2,0,2,0,11,12,0,0,0,0,2,0,2,0,2,2,0,2,0,0,0,8,1,0,1,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0
junit4,L9117,DisableOnDebugTest$FailOnExecution,org.junit.rules.DisableOnDebugTest$FailOnExecution,L8782,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\DisableOnDebugTest.java,36,5,49,6,0,0,0,0,0,0,0,0,1,0,0,1,3,2,0,0,1,0.5,0.3,3,3,1,1,0.214286,3,1,1,0,0,1,7,9,0,0,0,0,1,0,1,0,1,1,0,1,0,11,14,0,0,0,0,2,0,2,0,2,2,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
junit4,L9127,DisableOnDebugTest$AbstractDisableOnDebugTest,org.junit.rules.DisableOnDebugTest$AbstractDisableOnDebugTest,L8782,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\DisableOnDebugTest.java,51,5,64,6,0,0,0,0,0,0,0,0,1,0,0,2,4,4,4,1,3,0,0,0,0,0,3,0,0,0,0,4,4,0,11,14,1,0,1,0,2,1,2,0,2,1,1,2,0,11,14,1,0,1,0,2,1,2,0,2,1,1,2,0,0,0,11,2,2,2,0,1,0,0,0,0,7,1,0,0,0,0,0,0,4,0
junit4,L9138,DisableOnDebugTest$PreJava5DebugArgumentsTest,org.junit.rules.DisableOnDebugTest$PreJava5DebugArgumentsTest,L8782,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\DisableOnDebugTest.java,66,5,73,6,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,2,0,0,0,0,0,2,0,0,1,1,0,0,1,6,8,1,0,0,0,1,0,1,0,3,1,1,3,0,6,8,1,0,0,0,1,0,1,0,3,1,1,3,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0
junit4,L9144,DisableOnDebugTest$PreJava5DebugArgumentsReversedTest,org.junit.rules.DisableOnDebugTest$PreJava5DebugArgumentsReversedTest,L8782,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\DisableOnDebugTest.java,75,5,82,6,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,2,0,0,0,0,0,2,0,0,1,1,0,0,1,6,8,1,0,0,0,1,0,1,0,3,1,1,3,0,6,8,1,0,0,0,1,0,1,0,3,1,1,3,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0
junit4,L9147,DisableOnDebugTest$PostJava5DebugArgumentsTest,org.junit.rules.DisableOnDebugTest$PostJava5DebugArgumentsTest,L8782,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\DisableOnDebugTest.java,84,5,91,6,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,2,0,0,0,0,0,2,0,0,1,1,0,0,1,6,8,1,0,0,0,1,0,1,0,3,1,1,3,0,6,8,1,0,0,0,1,0,1,0,3,1,1,3,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0
junit4,L9150,DisableOnDebugTest$WithoutDebugArgumentsTest,org.junit.rules.DisableOnDebugTest$WithoutDebugArgumentsTest,L8782,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\DisableOnDebugTest.java,93,5,100,6,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,2,0,0,0,0,0,2,0,0,1,1,0,0,1,6,8,1,0,0,0,1,0,1,0,3,1,1,3,0,6,8,1,0,0,0,1,0,1,0,3,1,1,3,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0
junit4,L9173,ErrorCollectorTest$AddSingleError,org.junit.rules.ErrorCollectorTest$AddSingleError,L8785,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ErrorCollectorTest.java,109,5,117,6,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,8,9,1,0,1,0,1,1,1,0,1,1,1,1,0,8,9,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,9,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0
junit4,L9178,ErrorCollectorTest$AddTwoErrors,org.junit.rules.ErrorCollectorTest$AddTwoErrors,L8785,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ErrorCollectorTest.java,119,5,128,6,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,9,10,1,0,1,0,1,1,1,0,1,2,1,1,0,9,10,1,0,1,0,1,1,1,0,1,2,1,1,0,0,0,9,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0
junit4,L9183,ErrorCollectorTest$AddInternalAssumptionViolatedException,org.junit.rules.ErrorCollectorTest$AddInternalAssumptionViolatedException,L8785,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ErrorCollectorTest.java,130,5,138,6,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,8,9,1,0,1,0,1,1,1,0,1,1,1,1,0,8,9,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,9,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0
junit4,L9195,ErrorCollectorTest$CheckMatcherThatDoesNotFailWithProvidedReason,org.junit.rules.ErrorCollectorTest$CheckMatcherThatDoesNotFailWithProvidedReason,L8785,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ErrorCollectorTest.java,140,5,148,6,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,8,9,1,0,1,0,1,1,1,0,1,1,1,1,0,8,9,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,9,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0
junit4,L9190,ErrorCollectorTest$CheckMatcherThatDoesNotFailWithoutProvidedReason,org.junit.rules.ErrorCollectorTest$CheckMatcherThatDoesNotFailWithoutProvidedReason,L8785,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ErrorCollectorTest.java,150,5,158,6,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,8,9,1,0,1,0,1,1,1,0,1,1,1,1,0,8,9,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,9,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0
junit4,L9198,ErrorCollectorTest$CheckMatcherThatFailsWithoutProvidedReason,org.junit.rules.ErrorCollectorTest$CheckMatcherThatFailsWithoutProvidedReason,L8785,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ErrorCollectorTest.java,160,5,168,6,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,8,9,1,0,1,0,1,1,1,0,1,1,1,1,0,8,9,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,9,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0
junit4,L9201,ErrorCollectorTest$CheckMatcherThatFailsWithProvidedReason,org.junit.rules.ErrorCollectorTest$CheckMatcherThatFailsWithProvidedReason,L8785,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ErrorCollectorTest.java,170,5,178,6,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,8,9,1,0,1,0,1,1,1,0,1,1,1,1,0,8,9,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,9,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0
junit4,L9204,ErrorCollectorTest$CheckTwoMatchersThatFail,org.junit.rules.ErrorCollectorTest$CheckTwoMatchersThatFail,L8785,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ErrorCollectorTest.java,180,5,189,6,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,9,10,1,0,1,0,1,1,1,0,1,2,1,1,0,9,10,1,0,1,0,1,1,1,0,1,2,1,1,0,0,0,9,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0
junit4,L9207,ErrorCollectorTest$CheckCallableThatThrowsAnException,org.junit.rules.ErrorCollectorTest$CheckCallableThatThrowsAnException,L8785,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ErrorCollectorTest.java,191,5,203,6,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,9,10,1,0,1,0,1,1,1,0,1,1,1,1,0,12,13,1,0,1,0,2,1,2,0,2,2,1,2,0,0,0,14,3,0,1,0,0,0,0,0,2,10,0,0,0,0,0,0,0,4,0
junit4,L9210,ErrorCollectorTest$CheckTwoCallablesThatThrowExceptions,org.junit.rules.ErrorCollectorTest$CheckTwoCallablesThatThrowExceptions,L8785,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ErrorCollectorTest.java,205,5,222,6,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,11,12,1,0,1,0,1,1,1,0,1,2,1,1,0,17,18,1,0,1,0,3,1,3,0,3,4,1,3,0,0,0,19,5,0,1,0,0,0,0,0,4,15,0,0,0,0,0,0,0,4,0
junit4,L9213,ErrorCollectorTest$CheckCallableThatThrowsInternalAssumptionViolatedException,org.junit.rules.ErrorCollectorTest$CheckCallableThatThrowsInternalAssumptionViolatedException,L8785,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ErrorCollectorTest.java,224,5,236,6,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,9,10,1,0,1,0,1,1,1,0,1,1,1,1,0,12,13,1,0,1,0,2,1,2,0,2,2,1,2,0,0,0,14,2,0,1,0,0,0,0,0,1,10,0,0,0,0,0,0,0,4,0
junit4,L9216,ErrorCollectorTest$CheckCallableWithFailingAssumption,org.junit.rules.ErrorCollectorTest$CheckCallableWithFailingAssumption,L8785,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ErrorCollectorTest.java,238,5,251,6,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,9,10,1,0,1,0,1,1,1,0,1,1,1,1,0,13,14,1,0,1,0,2,1,2,0,2,3,1,2,0,0,0,14,2,0,1,0,0,0,0,0,1,10,0,0,0,0,0,0,0,4,0
junit4,L9219,ErrorCollectorTest$CheckCallableThatDoesNotThrowAnException,org.junit.rules.ErrorCollectorTest$CheckCallableThatDoesNotThrowAnException,L8785,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ErrorCollectorTest.java,253,5,266,6,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,10,11,1,0,1,0,1,1,1,0,1,2,1,1,0,13,14,1,0,1,0,2,1,2,0,2,3,1,2,0,0,0,14,1,1,1,0,0,0,0,0,1,10,0,0,0,0,0,0,0,4,0
junit4,L9222,ErrorCollectorTest$CheckRunnableThatThrowsExpectedTypeOfException,org.junit.rules.ErrorCollectorTest$CheckRunnableThatThrowsExpectedTypeOfException,L8785,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ErrorCollectorTest.java,268,5,280,6,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,9,10,1,0,1,0,1,1,1,0,1,1,1,1,0,12,13,1,0,1,0,2,1,2,0,2,2,1,2,0,0,0,14,1,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0
junit4,L9225,ErrorCollectorTest$CheckRunnableThatThrowsUnexpectedTypeOfException,org.junit.rules.ErrorCollectorTest$CheckRunnableThatThrowsUnexpectedTypeOfException,L8785,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ErrorCollectorTest.java,282,5,294,6,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,9,10,1,0,1,0,1,1,1,0,1,1,1,1,0,12,13,1,0,1,0,2,1,2,0,2,2,1,2,0,0,1,14,1,0,1,0,0,0,0,0,1,10,0,0,0,0,0,0,0,4,0
junit4,L9228,ErrorCollectorTest$CheckRunnableThatThrowsNoExceptionAlthoughOneIsExpected,org.junit.rules.ErrorCollectorTest$CheckRunnableThatThrowsNoExceptionAlthoughOneIsExpected,L8785,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ErrorCollectorTest.java,296,5,307,6,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,9,10,1,0,1,0,1,1,1,0,1,1,1,1,0,11,12,1,0,1,0,2,1,2,0,2,1,1,2,0,0,0,14,1,1,1,0,0,0,0,0,0,10,1,0,0,0,0,0,0,4,0
junit4,L9231,ErrorCollectorTest$ErrorCollectorNotCalledBySuccessfulTest,org.junit.rules.ErrorCollectorTest$ErrorCollectorNotCalledBySuccessfulTest,L8785,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ErrorCollectorTest.java,309,5,316,6,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,7,8,1,0,1,0,1,1,1,0,1,0,1,1,0,7,8,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,9,1,1,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,4,0
junit4,L9234,ErrorCollectorTest$ErrorCollectorNotCalledByFailingTest,org.junit.rules.ErrorCollectorTest$ErrorCollectorNotCalledByFailingTest,L8785,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ErrorCollectorTest.java,318,5,326,6,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,8,9,1,0,1,0,1,1,1,0,1,1,1,1,0,8,9,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,9,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0
junit4,L9443,ExpectedExceptionTest$EmptyTestExpectingNoException,org.junit.rules.ExpectedExceptionTest$EmptyTestExpectingNoException,L8788,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ExpectedExceptionTest.java,115,5,122,6,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,7,8,1,0,1,0,1,1,1,0,1,0,1,1,0,7,8,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,9,1,1,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,4,0
junit4,L9446,ExpectedExceptionTest$ThrowExceptionWithExpectedType,org.junit.rules.ExpectedExceptionTest$ThrowExceptionWithExpectedType,L8788,L103,C:\Users\domco\Desktop\DP\raw_data\junit4\versions\1b683f4ec07bcfa40149f086d32240f805487e66\src\test\java\org\junit\rules\ExpectedExceptionTest.java,124,5,133,6,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,9,10,1,0,1,0,1,1,1,0,1,2,1,1,0,9,10,1,0,1,0,1,1,1,0,1,2,1,1,0,0,1,9,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,4,0
